Year,Month,Day,Hour,Minute,Second,Country,State,Location,Lat,Lon,RegionCode,MaxWaterHeight,MagIIDA,IntensitySoloviev,WarningStatus,DeathCount
1929,1,17,11,52,,VENEZUELA,,CUMANA,10.60,-65.60,74.00,,,,,
1929,3,7,1,34,38,USA,AK,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",50.88,-169.71,87.00,1.00,,,,
1929,5,21,16,35,,JAPAN,,HIUGANADA,31.70,132.20,85.00,0.70,-0.50,,,
1929,5,26,22,39,54,CANADA,BC,BRITISH COLUMBIA,51.00,-131.00,88.00,1.50,0.60,0.00,,
1929,6,13,9,24,34,PHILIPPINES,,E. MINDANAO ISLAND,8.50,127.00,84.00,,,0.50,,
1929,6,16,22,47,32,NEW ZEALAND,,TASMAN SEA,-41.75,172.25,81.00,2.50,1.30,1.50,,17.00
1929,8,9,,,,CHILE,,NORTHERN CHILE,-23.70,-70.40,89.00,7.50,2.00,2.50,,
1929,8,12,11,24,0,USA,NY,"ATTICA, NEW YORK",42.90,-78.30,75.00,,,,,
1929,11,9,,,,INDONESIA,,"TJALANG, N.W. SUMATRA",4.63,95.57,60.00,,,,,6.00
1929,11,18,20,32,,CANADA,NL,"GRAND BANKS, NEWFOUNDLAND",44.69,-56.00,75.00,13.00,2.20,,,28.00
1930,1,3,,,,CHINA,,JIANGSU PROVINCE,32.20,119.40,84.00,,,,,
1930,2,16,,,,SPAIN,,OFF SOUTHERN COAST,36.00,-3.00,50.00,,,,,
1930,2,,,,,USA,HI,HAWAII,,,80.00,,,,,
1930,3,17,,,,INDONESIA,,KRAKATAU,-6.10,105.42,60.00,500.00,,,,
1930,5,2,,,,NORWAY,,MID-NORWAY,63.32,9.85,73.00,,,3.00,,
1930,5,5,13,45,58,MYANMAR (BURMA),,MYANMAR COAST,17.30,96.50,60.00,,,,,500.00
1930,6,19,13,7,27,INDONESIA,,SOUTH OF JAVA,-5.60,105.30,60.00,1.50,-0.50,,,
1930,7,19,15,20,12,INDONESIA,,SOUTH OF JAVA,-9.30,114.30,60.00,0.10,-3.30,,,
1930,8,31,0,40,38,USA,CA,S. CALIFORNIA,34.03,-118.64,88.00,3.05,-1.00,-0.50,,1.00
1930,9,11,9,52,,ITALY,,STROMBOLI ISLAND,38.79,15.21,50.00,2.50,,3.00,,6.00
1930,9,11,,,,INDONESIA,,CELEBES SEA,1.20,124.57,83.00,,,0.00,,
1930,9,30,21,20,54,PAPUA NEW GUINEA,,BISMARCK SEA,-4.42,145.46,82.00,,,,,
1930,10,30,7,13,10,ITALY,,CENTRAL ADRIATIC,43.67,13.27,50.00,,,4.00,,18.00
1930,11,5,,,,KENYA,,MOMBASA,-4.05,39.67,60.00,6.00,,,,
1930,12,23,21,35,36,PAPUA NEW GUINEA,,BISMARCK SEA,-1.30,144.30,82.00,12.00,3.40,1.50,,27.00
1930,12,29,8,26,24,CHILE,,NORTHERN CHILE,-28.50,-71.00,89.00,1.00,,0.50,,
1931,2,2,22,46,51,NEW ZEALAND,,N. NEW ZEALAND,-39.77,176.03,81.00,,,0.00,,256.00
1931,2,13,1,27,16,NEW ZEALAND,,N. NEW ZEALAND,-39.50,177.00,81.00,0.10,,0.00,,
1931,2,19,,,,NEW ZEALAND,,N. NEW ZEALAND,-39.50,177.00,81.00,,,,,
1931,3,9,3,49,0,JAPAN,,SANRIKU,41.20,142.50,85.00,0.40,-1.30,-1.00,,
1931,3,18,8,2,23,CHILE,,CENTRAL CHILE,-32.50,-72.00,89.00,,,,,
1931,6,7,0,25,21,UK,,"DOGGER BANK, ENGLAND",54.00,1.07,73.00,,,,,
1931,8,7,2,11,44,PAPUA NEW GUINEA,,BISMARCK SEA,-3.42,142.08,82.00,,,,,
1931,8,19,,,,USA,NJ,"ATLANTIC CITY, NJ",39.35,-74.42,75.00,3.00,,,,4.00
1931,8,31,,,,PORTUGAL,,AZORES,38.40,-27.10,73.00,,,,,
1931,9,25,5,59,44,INDONESIA,,SW. SUMATRA,-5.00,102.75,60.00,1.00,4.90,,,
1931,10,3,19,13,21,SOLOMON ISLANDS,,SAN CRISTOBAL ISLAND,-10.93,161.02,82.00,9.00,3.30,2.50,,50.00
1931,11,2,10,2,,JAPAN,,SEIKAIDO,32.20,132.10,85.00,0.80,-0.30,,,1.00
1931,12,1,,,,CUBA,,NORTHERN COAST (LAS VILLAS),22.80,-80.40,74.00,,,,,
1932,2,3,6,16,,CUBA,,SANTIAGO DE CUBA,20.00,-75.80,74.00,,,,,
1932,5,7,,,,ITALY,,CALABRIAN ARC,,,50.00,,,,,
1932,6,3,10,36,50,MEXICO,,CENTRAL MEXICO,19.50,-104.25,88.00,10.00,1.50,2.00,,400.00
1932,6,18,10,12,16,MEXICO,,CENTRAL MEXICO,19.45,-103.63,88.00,1.00,1.00,0.50,,
1932,6,22,12,59,24,MEXICO,,CENTRAL MEXICO,19.00,-104.50,88.00,10.00,3.30,1.50,,75.00
1932,6,29,,,,MEXICO,,S. MEXICO,,,88.00,,,,,
1932,9,9,13,38,52,INDONESIA,,BANDA SEA,-3.57,128.35,83.00,,,0.00,,
1932,9,15,13,54,54,NEW ZEALAND,,N. NEW ZEALAND,-39.00,177.50,81.00,,,0.00,,
1932,9,26,19,20,42,GREECE,,NORTH AEGEAN,40.50,23.90,50.00,2.00,,3.00,,161.00
1932,11,4,,,,VENEZUELA,,CUMANA,10.50,-64.20,74.00,,,,,
1932,11,10,,,,USA,NY,"WILLETTS POINT, NEW YORK",,,75.00,5.40,,,,
1933,1,8,16,,,RUSSIA,,"KHARIMKOTAN, N. KURIL ISLANDS",49.12,154.51,86.00,9.00,3.20,2.00,,2.00
1933,2,23,8,9,12,CHILE,,NORTHERN CHILE,-20.00,-71.00,89.00,,,,,
1933,3,2,17,31,1,JAPAN,,SANRIKU,39.22,144.62,85.00,29.00,4.90,3.50,,3022.00
1933,3,11,1,54,8,USA,CA,S. CALIFORNIA,33.62,-117.97,88.00,0.10,-3.30,-3.00,,
1933,4,23,5,57,,GREECE,,"COS, DODECANESE",36.80,27.20,50.00,,,,,
1933,5,19,,,,TOGO,,GOLD COAST,6.90,0.60,77.00,,,,,
1933,6,18,21,37,0,JAPAN,,SANRIKU,38.10,142.40,85.00,0.20,-2.30,,,
1933,10,2,15,29,21,ECUADOR,,ECUADOR,-2.00,-81.00,89.00,,0.60,1.50,,
1933,12,12,14,11,18,PAPUA NEW GUINEA,,BISMARCK SEA,-5.00,151.00,82.00,,,,,
1933,12,25,,,,PHILIPPINES,,E. SAMAR ISLAND,12.77,124.05,84.00,,0.50,1.00,,9.00
1934,1,15,8,43,18,NEPAL,,"BIHAR-NEPAL, GANGES RIVER",26.77,86.76,60.00,,,,,10600.00
1934,2,14,3,59,34,PHILIPPINES,,SOUTH CHINA SEA,17.50,119.00,84.00,,,0.50,,
1934,4,7,3,,,NORWAY,,TAFJORD,62.27,7.40,73.00,62.30,,,,41.00
1934,6,3,,,,ICELAND,,ICELAND,66.00,-18.25,73.00,,,,,
1934,7,18,1,36,24,PANAMA,,COSTA RICA-PANAMA,8.00,-82.50,88.00,,1.00,1.50,,
1934,7,18,19,40,24,SOLOMON ISLANDS,,SOLOMON ISLANDS,-11.91,166.73,82.00,0.65,-0.70,,,
1934,7,21,6,18,23,SOLOMON ISLANDS,,SOLOMON ISLANDS,-11.14,165.50,82.00,,,,,
1934,8,21,,,,USA,CA,S. CALIFORNIA,33.70,-118.20,88.00,12.00,,3.00,,
1934,11,30,2,5,10,MEXICO,,MEXICO,18.50,-105.50,88.00,0.11,,,,
1934,12,4,17,24,38,CHILE,,NORTHERN CHILE,-19.50,-69.50,89.00,,,,,
1934,12,12,14,15,,PAPUA NEW GUINEA,,BISMARCK SEA,-4.20,152.20,82.00,,,,,
1935,5,30,21,32,46,PAKISTAN,,QUETTA,29.50,66.80,60.00,,,,,60000.00
1935,7,19,0,50,0,JAPAN,,JAPAN,36.60,141.40,85.00,0.20,-2.30,,,
1935,9,20,1,46,44,PAPUA NEW GUINEA,,BISMARCK SEA,-3.82,141.42,82.00,,,,,
1935,10,12,16,45,0,JAPAN,,SANRIKU,39.90,143.70,85.00,0.30,-1.70,-1.00,,
1935,10,18,0,11,0,JAPAN,,SANRIKU,40.70,144.30,85.00,0.20,-2.30,-2.00,,
1935,11,21,11,41,,USA,HI,HAWAII,19.50,-155.50,80.00,,,2.00,,
1935,11,25,10,3,3,INDONESIA,,CELEBES SEA,5.50,94.00,60.00,,,,,
1935,12,18,7,10,36,CHINA,,SICHUAN PROVINCE,28.70,103.60,84.00,,,,,100.00
1935,12,28,2,35,0,INDONESIA,,SW. SUMATRA,0.00,98.25,60.00,,,,,
1936,2,2,,,,NEW ZEALAND,,"GOOSE BAY, SOUTH ISLAND",,,81.00,,,,,
1936,2,25,,,,NAURU,,"NAURU, OCEAN ISLAND",-0.50,166.90,82.00,,,,,
1936,4,1,2,9,15,INDONESIA,,SULAWESI,4.50,126.50,83.00,3.00,1.50,2.00,,
1936,7,13,11,12,15,CHILE,,NORTHERN CHILE,-24.50,-70.00,89.00,1.00,,0.50,,1.00
1936,8,23,21,12,13,INDONESIA,,OFF NORTHWEST COAST,6.10,94.70,60.00,,,,,9.00
1936,9,13,,,,NORWAY,,LOEN,61.87,6.85,73.00,74.00,,,,73.00
1936,10,27,15,50,0,USA,AK,"LITUYA BAY, AK",58.60,-137.10,87.00,149.35,5.60,4.00,,
1936,11,2,20,46,0,JAPAN,,SANRIKU,38.20,142.20,85.00,0.70,-0.50,,,
1936,11,13,12,31,,RUSSIA,,KAMCHATKA,55.20,164.00,86.00,13.00,3.70,2.00,,
1936,,,,,,NEW CALEDONIA,,NEW CALEDONIA,-20.50,165.00,82.00,2.20,,,,
1937,5,29,,,,PAPUA NEW GUINEA,,RABAUL,-4.27,152.20,82.00,2.50,1.30,1.50,,507.00
1937,8,20,11,59,16,PHILIPPINES,,W. LUZON ISLAND,14.50,121.50,84.00,,0.50,1.00,,1.00
1937,9,21,21,2,0,RUSSIA,,KAMCHATKA,56.00,162.50,86.00,,,1.00,,
1937,9,21,,,,USA,AK,"BERING SEA, AK",58.00,-165.00,87.00,,,1.00,,
1937,9,22,,,,RUSSIA,,KAMCHATKA,58.00,165.00,86.00,,,,,
1937,11,6,,,,INDONESIA,,BANDA SEA,-3.00,132.30,83.00,0.50,-1.00,,,
1938,1,28,,,,CONGO,,NYAMURAGIRA,-1.41,29.20,78.00,,,,,
1938,2,1,19,4,18,INDONESIA,,BANDA SEA,-5.25,130.50,83.00,1.00,1.00,1.50,,
1938,2,13,,,,INDONESIA,,BANDA SEA,-3.00,132.30,83.00,0.50,,-0.50,,
1938,3,6,1,56,,PAPUA NEW GUINEA,,SOLOMON SEA,-5.10,153.10,82.00,0.03,-3.30,,,
1938,3,22,15,22,0,CANADA,BC,BRITISH COLUMBIA,52.20,-131.90,88.00,,,,,
1938,3,,,,,NORWAY,,WESTERN NORWAY,62.33,6.97,73.00,,,2.00,,
1938,5,12,15,38,57,PAPUA NEW GUINEA,,SOLOMON SEA,-6.00,147.80,82.00,,1.00,,,
1938,5,19,17,8,21,INDONESIA,,MAKASSAR STRAIT,-1.00,120.00,83.00,3.00,1.60,,,17.00
1938,5,23,7,18,,JAPAN,,JAPAN TRENCH,36.70,141.40,85.00,0.83,-0.30,,,
1938,5,28,16,42,,JAPAN,,E. HOKKAIDO ISLAND,43.60,144.30,85.00,0.90,-0.10,,,1.00
1938,6,10,9,53,45,JAPAN,,RYUKYU ISLANDS,25.32,125.12,85.00,1.50,0.60,0.00,,
1938,9,21,,,,USA,NJ,NEW JERSEY COAST,39.95,-74.12,75.00,,,,,
1938,11,5,8,43,21,JAPAN,,SANRIKU,37.10,141.70,85.00,0.57,0.10,-0.50,,1.00
1938,11,5,10,50,15,JAPAN,,SANRIKU,37.20,141.70,85.00,0.56,0.10,-0.50,,
1938,11,6,8,53,53,JAPAN,,OFF FUKUSHIMA PREFECTURE,37.50,141.80,85.00,1.26,0.40,-0.50,,
1938,11,6,21,38,47,JAPAN,,OFF FUKUSHIMA PREFECTURE,37.00,141.70,85.00,1.25,0.30,-0.50,,
1938,11,9,2,22,,JAPAN,,SANRIKU,37.60,141.20,85.00,,,,,
1938,11,10,20,18,41,USA,AK,"SHUMAGIN ISLANDS, AK",55.48,-158.37,87.00,0.30,-1.70,,,
1938,11,13,22,31,,JAPAN,,SANRIKU,37.00,141.50,85.00,0.75,-0.50,-1.50,,
1938,11,16,11,8,0,JAPAN,,SANRIKU,37.40,141.60,85.00,,,,,
1938,11,22,1,14,0,JAPAN,,SANRIKU,36.70,142.10,85.00,0.30,-1.70,-2.50,,
1938,11,30,2,29,0,JAPAN,,SANRIKU,37.00,142.20,85.00,0.20,-2.30,-3.00,,
1939,1,25,3,32,14,CHILE,,CENTRAL CHILE,-36.25,-72.25,89.00,,,,,30000.00
1939,1,27,20,10,15,ITALY,,CALABRIAN ARC,38.50,14.70,50.00,,,2.00,,
1939,1,30,2,18,30,PAPUA NEW GUINEA,,SOLOMON SEA,-7.08,155.39,82.00,,0.90,1.00,,5.00
1939,3,20,3,22,,JAPAN,,SEIKAIDO,32.30,132.00,85.00,0.80,-0.30,0.00,,1.00
1939,4,18,6,22,45,CHILE,,NORTHERN CHILE,-27.00,-70.50,89.00,,,,,
1939,4,30,2,55,29,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.30,159.23,82.00,10.50,3.40,1.50,,12.00
1939,5,1,5,58,,JAPAN,,NW. HONSHU ISLAND,40.10,139.50,85.00,1.20,-1.70,0.00,,27.00
1939,5,6,17,0,7,PHILIPPINES,,"TAYABAS BAY, SULU SEA",13.50,121.25,84.00,,,0.50,,
1939,5,8,1,46,53,PORTUGAL,,AZORES,37.05,-24.43,73.00,,,1.00,,
1939,6,22,19,19,26,GHANA,,GOLD COAST,5.18,-0.13,77.00,,,,,
1939,7,24,,,,GRENADA,,KICK 'EM JENNY VOLCANO,12.30,-61.63,74.00,2.00,,,,
1939,8,15,3,52,,CUBA,,SANTA CLARA,22.20,-79.10,74.00,,,,,
1939,12,21,21,0,40,INDONESIA,,N. MOLUCCAS ISLANDS,0.00,123.00,83.00,,,,,
1939,12,26,23,57,23,TURKEY,,SOUTH BLACK SEA,39.77,39.53,40.00,0.53,,4.00,,32700.00
1940,1,15,13,19,24,ITALY,,NORTHERN SICILY,38.07,13.47,50.00,,,3.00,,
1940,5,24,16,33,57,PERU,,CENTRAL PERU,-10.50,-77.00,89.00,2.00,1.00,1.50,,179.00
1940,8,1,15,8,24,JAPAN,,W. HOKKAIDO ISLAND,44.20,139.50,85.00,3.50,1.80,1.50,,10.00
1940,8,31,7,,,NORWAY,,NORTHERN NORWAY,65.88,13.17,73.00,,,2.00,,
1940,10,4,7,54,42,CHILE,,NORTHERN CHILE,-22.00,-71.00,89.00,,,,,
1940,10,11,18,41,13,CHILE,,SOUTHERN CHILE,-41.50,-74.50,89.00,,,,,
1941,1,13,16,27,45,PAPUA NEW GUINEA,,BISMARCK SEA,-4.18,152.07,82.00,0.15,-3.30,-2.50,,4.00
1941,2,9,9,44,4,USA,CA,NORTHERN CALIFORNIA,40.50,-125.25,88.00,,,,,
1941,3,16,18,48,,ITALY,,CALABRIAN ARC,38.30,12.20,50.00,,,2.00,,
1941,6,26,11,52,,INDIA,,"ANDAMAN SEA, E. COAST INDIA",12.50,92.50,60.00,1.50,,,,
1941,11,18,16,46,,JAPAN,,SEIKAIDO,32.00,132.10,85.00,1.20,0.30,0.00,,2.00
1941,11,25,18,3,54,ATLANTIC OCEAN,,AZORES GIBRALTAR FRACTURE ZONE,37.42,-18.98,73.00,0.10,,2.00,,
1941,12,5,20,46,58,COSTA RICA,,COSTA RICA-PANAMA,8.70,-83.20,88.00,0.23,-3.30,-3.00,,6.00
1941,12,6,21,24,40,COSTA RICA,,COSTA RICA-PANAMA,8.50,-84.00,88.00,0.10,-3.30,-4.00,,
1942,5,22,10,30,36,COLOMBIA,,COLOMBIA,4.60,-74.50,89.00,1.00,,1.00,,
1942,5,,,,,NEW CALEDONIA,,NEW CALEDONIA,-20.60,165.00,82.00,3.00,,,,
1942,8,24,22,50,27,PERU,,S. PERU,-15.00,-76.00,89.00,2.00,1.00,1.00,,30.00
1943,4,6,16,7,15,CHILE,,CENTRAL CHILE,-30.75,-72.00,89.00,1.00,,,,11.00
1943,6,13,5,12,0,JAPAN,,SE. HOKKAIDO ISLAND,41.20,143.30,85.00,0.60,-0.70,-0.50,,
1944,4,9,2,30,,USA,WA,"COLUMBIA RIVER VALLEY, WA",,,88.00,9.14,,,,
1944,8,20,6,30,,ITALY,,STROMBOLI ISlAND,38.79,15.21,50.00,,,4.00,,
1944,9,14,,,,USA,NJ,NEW JERSEY COAST,38.93,-74.90,75.00,,,,,
1944,12,7,4,35,,JAPAN,,OFF SOUTHEAST COAST KII PENINSULA,34.00,137.10,85.00,10.00,2.90,2.50,,1223.00
1944,,,,,,USA,NY,"CONEY ISLAND, NY",40.30,-74.00,75.00,,,,,
1945,1,12,18,38,,JAPAN,,TOKAIDO,34.70,137.20,85.00,1.00,-0.70,-0.50,,2306.00
1945,2,10,4,57,0,JAPAN,,SANRIKU,40.90,142.10,85.00,0.40,-1.30,-1.50,,2.00
1945,11,27,21,56,50,PAKISTAN,,MAKRAN COAST,24.50,63.00,60.00,17.00,3.90,,,4000.00
1946,4,1,12,29,1,USA,AK,"UNIMAK ISLAND, AK",53.49,-162.83,87.00,42.00,5.10,4.00,,167.00
1946,6,23,17,13,19,CANADA,BC,BRITISH COLUMBIA,49.87,-124.92,88.00,9.00,4.90,2.00,,
1946,8,2,19,18,48,CHILE,,NORTHERN CHILE,-26.50,-70.50,89.00,,,9.00,,2.00
1946,8,4,17,51,5,DOMINICAN REPUBLIC,,NORTHEASTERN COAST,19.25,-69.00,74.00,5.00,2.20,,,1790.00
1946,8,8,13,28,34,DOMINICAN REPUBLIC,,NORTHEASTERN COAST,19.50,-69.50,74.00,0.60,,,,75.00
1946,9,30,0,59,40,PERU,,S. PERU,-14.00,-76.25,89.00,,,,,
1946,11,1,11,14,24,USA,AK,"ANDREANOF ISLANDS, AK",51.50,-174.50,87.00,,,,,
1946,11,13,6,,,RUSSIA,,N. KURIL ISLANDS,48.09,153.20,86.00,,,,,
1946,12,20,19,19,5,JAPAN,,HONSHU: S COAST,33.00,135.60,85.00,6.60,2.70,2.50,,1362.00
1947,1,,,,,USA,HI,HAWAII,,,80.00,,,0.00,,
1947,3,25,20,32,15,NEW ZEALAND,,OFF COAST OF NORTH ISLAND,-38.85,178.87,81.00,10.00,3.30,3.00,,
1947,5,17,7,6,0,NEW ZEALAND,,OFF COAST OF NORTH ISLAND,-38.42,178.88,81.00,6.00,2.60,,,
1947,10,6,19,55,37,GREECE,,"PELOPONNESUS, GREECE",37.00,22.00,50.00,1.00,,2.00,,3.00
1947,11,4,0,9,10,JAPAN,,W. HOKKAIDO ISLAND,43.80,141.00,85.00,2.00,1.00,1.00,,
1948,1,24,17,46,40,PHILIPPINES,,SULU SEA,10.50,122.00,84.00,,1.00,1.50,,74.00
1948,2,9,12,58,13,GREECE,,"DODECANESE, KARPATHOS IS.",35.50,27.20,50.00,2.50,,4.00,,
1948,4,17,16,11,0,JAPAN,,TOKAIDO,33.10,135.60,85.00,0.60,-0.70,-1.00,,
1948,4,22,10,42,47,GREECE,,IONIAN SEA,38.53,20.43,50.00,1.00,,4.00,,2.00
1948,5,23,9,13,18,CHINA,,SHANDONG PROVINCE,37.20,121.80,84.00,3.00,,,,
1948,6,1,18,58,18,INDONESIA,,OFF NORTHWEST COAST,6.00,95.00,60.00,,-0.50,0.00,,
1948,9,8,15,9,0,TONGA,,TONGA TRENCH,-21.00,-174.00,81.00,2.00,1.00,1.50,,
1948,12,3,0,22,48,MEXICO,,MEXICO,22.00,-106.00,88.00,5.00,1.00,1.50,,4.00
1948,12,26,7,12,21,CHILE,,NORTHERN CHILE,-22.50,-69.00,89.00,,-0.50,0.00,,
1949,1,27,11,0,0,RUSSIA,,KAMCHATKA,54.60,163.50,86.00,,,,,
1949,2,9,13,28,39,GREECE,,WEST COAST OF GREECE,38.20,20.00,50.00,,,,,
1949,4,13,19,56,,USA,WA,"PUGET SOUND, WA",47.17,-122.62,88.00,,,,,8.00
1949,4,16,10,55,,USA,WA,"PUGET SOUND, WA",,,88.00,2.40,,,,
1949,4,20,3,29,7,CHILE,,CENTRAL CHILE,-38.00,-73.50,89.00,,,,,
1949,5,9,13,36,18,INDONESIA,,BANDA ACEH,5.00,95.00,60.00,,,,,
1949,7,23,15,3,30,GREECE,,"CHIOS ISLAND, AEGEAN ISLANDS",38.58,26.23,50.00,2.00,,2.00,,7.00
1949,7,27,,,,USA,WA,"COLUMBIA RIVER VALLEY, WA",,,88.00,19.81,4.30,,,
1949,8,22,4,1,0,CANADA,BC,BRITISH COLUMBIA,53.60,-133.30,88.00,0.61,-1.00,,,
1949,9,5,2,54,1,PHILIPPINES,,NORTHERN LUZON ISLAND,17.00,121.50,84.00,0.10,,-4.00,,
1949,9,27,15,30,45,USA,AK,"GULF OF ALASKA, AK",59.75,-149.00,87.00,,,,,
1949,10,19,21,0,19,PAPUA NEW GUINEA,,SOLOMON SEA,-5.50,154.00,82.00,0.30,-1.70,-1.00,,
1949,12,17,6,53,30,CHILE,,SOUTHERN CHILE,-54.00,-71.00,89.00,,,,,1.00
1949,12,17,15,7,55,CHILE,,SOUTHERN CHILE,-54.00,-71.00,89.00,,-0.50,,,3.00
1949,12,29,3,3,54,PHILIPPINES,,E. LUZON ISLAND,17.00,121.63,84.00,,1.00,1.50,,16.00
1950,1,30,0,56,32,CHILE,,SOUTHERN CHILE,-53.50,-71.50,89.00,,,,,
1950,3,14,18,10,41,NEW ZEALAND,,N. NEW ZEALAND,-37.80,177.20,81.00,,,0.00,,
1950,4,30,23,49,24,PANAMA,,OFF COAST,6.50,-83.00,88.00,,,,,
1950,8,3,,,,VENEZUELA,,EL TOCUYO,10.50,-68.00,74.00,,,,,
1950,8,15,14,9,30,INDIA,,INDIA-CHINA,28.50,96.50,60.00,0.50,,,,1530.00
1950,10,5,16,9,31,COSTA RICA,,COSTA RICA-NICARAGUA,11.00,-85.00,88.00,0.10,-3.30,-2.00,,
1950,10,8,3,23,9,INDONESIA,,BANDA SEA,-3.80,128.30,83.00,,1.50,2.00,,1.00
1950,10,8,,,,NORWAY,,MID-NORWAY,63.43,10.38,73.00,,,,,
1950,10,23,16,13,20,GUATEMALA,,GUATEMALA,14.31,-91.92,88.00,0.20,-1.30,-1.00,,
1950,11,8,2,18,12,SOLOMON ISLANDS,,SOLOMON SEA,-10.00,159.50,82.00,1.20,,,,
1950,12,2,19,51,49,VANUATU,,VANUATU ISLANDS,-18.25,167.50,82.00,2.50,,,,
1950,12,10,2,50,42,PERU,,S. PERU,-14.25,-77.75,89.00,0.70,-0.50,0.00,,4.00
1950,12,14,14,15,49,MEXICO,,S. MEXICO,16.48,-98.22,88.00,0.30,-1.50,,,
1951,2,22,1,45,49,PAPUA NEW GUINEA,,BISMARCK SEA,-3.25,142.24,82.00,6.00,,,,
1951,2,23,16,45,,USA,WA,"COLUMBIA RIVER VALLEY, WA",,,88.00,3.00,1.60,,,
1951,8,3,0,23,58,NICARAGUA,,COSIGUINA VOLCANO,13.00,-87.50,88.00,,,,,
1951,8,21,10,57,0,USA,HI,HAWAII,19.50,-156.00,80.00,3.60,1.80,0.50,,
1951,10,22,5,43,1,TAIWAN,,TAIWAN,23.80,121.70,84.00,0.30,,,,68.00
1951,12,21,8,37,29,CHINA,,CHINA: GANSU AND SHANXI PROVINCES,26.70,100.00,84.00,2.00,,,,
1951,12,22,,,,SOLOMON ISLANDS,,KAVACHI,-9.02,157.95,82.00,,2.60,,,
1952,1,9,8,,,NORWAY,,MID-NORWAY,64.88,12.42,73.00,2.00,,2.00,,
1952,3,4,1,22,41,JAPAN,,SE. HOKKAIDO ISLAND,42.15,143.85,85.00,6.54,2.70,2.00,,33.00
1952,3,9,17,4,0,JAPAN,,SE. HOKKAIDO ISLAND,41.70,143.60,85.00,0.30,-1.70,-2.00,,
1952,3,17,3,58,0,USA,HI,HAWAII,19.10,-155.00,80.00,1.00,,0.00,,
1952,3,19,10,57,12,PHILIPPINES,,"E. OF MINDANO, PHILIPPINES",9.50,127.25,84.00,0.33,,,,
1952,4,10,,,,USA,WA,"COLUMBIA RIVER VALLEY, WA",,,88.00,19.81,,,,
1952,5,6,,,,USA,MI,"LAKE HURON, MI",43.10,-82.40,75.00,1.52,,,,
1952,5,13,19,32,0,COSTA RICA,,COSTA RICA-PANAMA,10.30,-85.30,88.00,0.10,-3.30,-3.00,,
1952,7,13,11,58,33,VANUATU,,OFF EAST COAST OF VANUATU,-18.50,169.25,82.00,,,,,
1952,9,16,2,50,,JAPAN,,MYOJINSHO SUBMARINE VOLCANO,32.10,139.85,85.00,0.15,-1.00,-1.00,,
1952,9,23,4,20,0,JAPAN,,MYOJINSHO SUBMARINE VOLCANO,32.10,139.85,85.00,0.05,-1.00,-1.00,,
1952,9,24,3,23,0,JAPAN,,MYOJINSHO SUBMARINE VOLCANO,32.10,139.85,85.00,0.15,-1.00,,,31.00
1952,9,26,3,33,0,JAPAN,,MYOJINSHO SUBMARINE VOLCANO,32.10,139.85,85.00,0.10,-1.00,-1.00,,
1952,10,13,,,,USA,WA,"COLUMBIA RIVER VALLEY, WA",,,88.00,,,,,
1952,11,4,16,58,28,RUSSIA,,KAMCHATKA,52.76,160.06,86.00,23.00,4.20,4.00,,10000.00
1953,2,14,,,,USA,WA,"COLUMBIA RIVER VALLEY, WA",,,88.00,,,,,
1953,2,15,,,,PERU,,CENTRAL PERU,-12.00,-77.50,89.00,0.70,-0.50,,,
1953,2,16,11,43,,USA,WA,"COLUMBIA RIVER VALLEY, WA",,,88.00,4.80,,,,
1953,3,11,,,,JAPAN,,MYOJINSHO SUBMARINE VOLCANO,32.10,139.85,85.00,6.00,-1.00,-1.00,,
1953,3,17,13,4,,RUSSIA,,N. KURIL ISLANDS,50.00,156.50,86.00,3.00,0.60,,,
1953,3,25,,,,JAPAN,,MYOJINSHO SUBMARINE VOLCANO,32.10,139.85,85.00,0.05,-1.00,-1.00,,
1953,4,23,16,24,34,PAPUA NEW GUINEA,,"RABAUL, NEW BRITAIN",-4.45,152.87,82.00,,,0.00,,
1953,5,6,17,16,43,CHILE,,CENTRAL CHILE,-36.50,-72.50,89.00,,,,,9.00
1953,5,31,19,58,,DOMINICAN REPUBLIC,,PUERTO PLATA,19.80,-70.70,74.00,0.06,-3.30,,,
1953,6,27,,,,PAPUA NEW GUINEA,,BISMARCK SEA,-2.40,147.40,82.00,,0.50,1.00,,
1953,8,12,9,23,52,GREECE,,IONIAN SEA,38.30,20.80,50.00,,,,,476.00
1953,8,19,19,0,,USA,WA,"COLUMBIA RIVER VALLEY, WA",,,88.00,,,,,
1953,9,10,4,5,58,CYPRUS,,LEVANTIAN SEA,35.00,32.50,50.00,,,,,40.00
1953,9,14,0,26,36,FIJI,,FIJI ISLANDS,-18.30,178.20,81.00,15.00,1.00,1.00,,7.00
1953,11,25,17,48,,JAPAN,,"KASHIMA, JAPAN",34.00,141.70,85.00,3.00,1.50,1.50,,1.00
1953,12,12,17,31,25,PERU,,N. PERU,-3.40,-80.60,89.00,1.00,-1.00,0.50,,6.00
1954,2,11,0,30,15,CHINA,,CHINA: GANSU AND SHANXI PROVINCES,,,84.00,,,,,
1954,2,,,,,ITALY,,STROMBOLI ISLAND,38.79,15.21,50.00,,,4.00,,
1954,6,26,,,,USA,IN,"MICHIGAN CITY, IN (LAKE MICHIGAN)",41.70,-86.88,75.00,3.00,,,,7.00
